Dependency=Geometry Wall Type	Dependency=State	Dependency=Vintage ACS	Option=Aluminum, Light	Option=Brick, Light	Option=Brick, Medium/Dark	Option=Fiber-Cement, Light	Option=None	Option=Shingle, Asbestos, Medium	Option=Shingle, Composition, Medium	Option=Stucco, Light	Option=Stucco, Medium/Dark	Option=Vinyl, Light	Option=Wood, Medium/Dark	source_count	source_weight	sampling_probability
Steel Frame	VT	2010s	0.0246914	0	0.0987654	0	0	0.00308642	0	0.234568	0.00308642	0.462963	0.17284	324	324	9.20388e-07
Void	VT	2010s	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	VT	2010s	0.019802	0	0.173267	0	0	0	0	0	0	0.534653	0.272277	202	202	8.47655e-05
Brick	VT	<1940	0.000130499	0	0	0.00311567	0.141804	0.0325759	0	0.00996689	9.78745e-05	0.40662	0.40569	61303	61303	1.14252e-06
Concrete	VT	<1940	2.46087e-05	0	0.159907	0.00115661	0.0448617	0.0229353	0	0.0168324	7.38262e-05	0.357712	0.396496	40636	40636	5.22522e-07
Steel Frame	VT	<1940	0.00172861	0	0.625756	0.00259291	0	0.00950735	0	0.0172861	0	0.153846	0.189283	1157	1157	4.25892e-06
Void	VT	<1940	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	VT	<1940	0.000529451	0.000132363	0.0630046	0.0067505	0	0.0264725	0	0	0	0.433091	0.47002	7555	7555	0.00061443
Brick	WA	1940-59	0.00175953	0	0	0.00332356	0.944673	0.000195503	0	0.00058651	0	0.0179863	0.0314761	5115	5115	0.000173665
Concrete	WA	1940-59	0.00314607	0	0.00808989	0	0.834157	0.000449438	0	0.0107865	0	0.0161798	0.127191	2225	2225	7.78146e-05
Steel Frame	WA	1940-59	0.012012	0	0.234234	0.003003	0	0.003003	0	0.00900901	0	0.273273	0.465465	333	333	4.48347e-05
Void	WA	1940-59	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	WA	1940-59	0.00979483	0.000362235	0.0541034	0.00024632	0	0.000753448	1.44894e-05	0.0167208	0	0.522488	0.395517	69016	69016	0.00244164
Brick	WA	1960-79	0.00070028	0	0	0	0.951331	0	0	0.00070028	0	0.0157563	0.0315126	2856	2856	8.33324e-05
Concrete	WA	1960-79	0.00788584	0.000751033	0.00187758	0	0.974465	0	0	0.000375516	0	0.00638378	0.00826136	2663	2663	0.000104098
Steel Frame	WA	1960-79	0.0566426	0.00102987	0.0731205	0.00205973	0	0	0	0.0453141	0	0.522142	0.299691	971	971	0.000163968
Void	WA	1960-79	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	WA	1960-79	0.0116816	0.00304577	0.0287246	1.47495e-05	0	8.84969e-05	7.37474e-06	0.0235918	0	0.427521	0.505325	135598	135598	0.00528555
Brick	WA	1980-99	0.00352526	0	0	0	0.968273	0	0	0.00235018	0	0.00705053	0.0188014	851	851	2.30425e-05
Concrete	WA	1980-99	0.00884956	0.000402253	0.000402253	0	0.959775	0	0	0.00321802	0	0.000402253	0.0269509	2486	2486	9.50642e-05
Steel Frame	WA	1980-99	0.124046	0	0.0305344	0	0	0	0	0.0171756	0	0.391221	0.437023	524	524	0.000125338
Void	WA	1980-99	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	WA	1980-99	0.00458035	0.00144162	0.02733	0	0	1.82484e-05	6.0828e-06	0.0152678	0	0.415443	0.535913	164398	164398	0.00640649
Brick	WA	2000-09	0	0	0	0.00147493	0.982301	0	0	0.00147493	0.00147493	0.00147493	0.0117994	678	678	1.61443e-05
Concrete	WA	2000-09	0.00201904	0.000288434	0.000576868	0	0.990193	0	0	0.00144217	0	0.000865301	0.00461494	3467	3467	7.30454e-05
Steel Frame	WA	2000-09	0.181818	0.0113636	0.0681818	0	0	0	0	0	0	0.159091	0.579545	88	88	0.000122082
Void	WA	2000-09	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	WA	2000-09	0.00179671	0.000710998	0.0228288	0	0	9.60809e-06	0	0.0355115	0	0.433815	0.505328	104079	104079	0.00322836
Brick	WA	2010s	0.0192308	0	0	0	0.826923	0	0	0.0192308	0	0	0.134615	52	52	1.5251e-06
Concrete	WA	2010s	0.0348837	0	0.0116279	0	0.860465	0	0	0.0406977	0	0.00581395	0.0465116	172	172	9.06878e-06
Steel Frame	WA	2010s	0.122449	0.0816327	0.0816327	0	0	0	0	0.0816327	0	0.122449	0.510204	49	49	8.12609e-05
Void	WA	2010s	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	WA	2010s	0.00172359	0.00142932	0.00294272	0	0	4.20389e-05	0	0.0556595	0	0.426085	0.512118	47575	47575	0.00145131
Brick	WA	<1940	0.00159286	0	0	0.000955718	0.913667	0.000955718	0	0.00223001	0	0.0136986	0.0669003	3139	3139	0.000121615
Concrete	WA	<1940	0.00471698	0	0.0117925	0	0.912736	0	0	0.00943396	0	0.0212264	0.0400943	424	424	1.76065e-05
Steel Frame	WA	<1940	0.320475	0	0.0830861	0.00593472	0	0.0281899	0	0.00890208	0	0.272997	0.280415	674	674	7.43073e-05
Void	WA	<1940	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	WA	<1940	0.0180014	0.000368533	0.0117647	0.000779589	0	0.000552799	1.41743e-05	0.0165273	0	0.529072	0.42292	70550	70550	0.00204959
Brick	WI	1940-59	0.00342466	0	0	0	0.321918	0.00684932	0	0.00684932	0	0.575342	0.0856164	292	292	0.000157777
Concrete	WI	1940-59	6.83901e-05	0	0.0283819	0	0.931747	6.83901e-05	0	0.00451375	0	0.0275612	0.00765969	14622	14622	2.57137e-07
Steel Frame	WI	1940-59	0.625	0	0	0	0	0	0	0	0	0.125	0.25	48	48	2.99086e-05
Void	WI	1940-59	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	WI	1940-59	0.0913386	0	0.551811	0	0	0.000787402	0	0.000629921	0	0.12126	0.234173	6350	6350	0.00301371
Brick	WI	1960-79	0.002079	0	0	0	0.22869	0.0582121	0	0	0	0.60499	0.106029	481	481	0.000215426
Concrete	WI	1960-79	0.000476417	0	0.101636	0	0.852787	0	0	0.0258853	0	0.0173098	0.00190567	6297	6297	2.0935e-06
Steel Frame	WI	1960-79	0.812903	0	0.0322581	0	0	0	0	0.00322581	0	0.0645161	0.0870968	310	310	0.000120794
Void	WI	1960-79	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	WI	1960-79	0.0784388	0	0.567771	0	0	0.000502008	0.000125502	0.000502008	0	0.0829568	0.269704	7968	7968	0.00454001
Brick	WI	1980-99	0.00306748	0	0	0	0.0552147	0	0	0.00306748	0	0.788344	0.150307	326	326	0.000202767
Concrete	WI	1980-99	0.00101781	0	0.026972	0	0.874809	0	0	0.0223919	0	0.0697201	0.00508906	1965	1965	7.45579e-07
Steel Frame	WI	1980-99	0.760563	0	0.0234742	0	0	0.00469484	0	0.00469484	0	0.122066	0.084507	213	213	5.37838e-05
Void	WI	1980-99	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	WI	1980-99	0.0380408	0	0.600448	0	0	0.00099453	0.0014918	0.0014918	0	0.1181	0.239433	4022	4022	0.00449163
Brick	WI	2000-09	0	0	0	0	0.0112045	0	0	0	0	0.977591	0.0112045	357	357	0.000135063
Concrete	WI	2000-09	0	0	0.0257353	0	0.834559	0	0	0.0367647	0	0.0974265	0.00551471	544	544	3.0574e-08
Steel Frame	WI	2000-09	0.778947	0	0.0315789	0	0	0	0	0	0	0.126316	0.0631579	95	95	2.39394e-05
Void	WI	2000-09	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	WI	2000-09	0.0571339	0	0.704027	0	0	0	0.000936622	0.000312207	0	0.108336	0.129254	3203	3203	0.00231468
Brick	WI	2010s	0	0	0	3.7932e-05	0.855859	0	5.68979e-05	0.000929333	0	0.140557	0.00256041	52726	52726	3.82544e-05
Concrete	WI	2010s	0	0	0.057554	0	0.856115	0	0	0	0	0.0503597	0.0359712	139	139	8.70357e-09
Steel Frame	WI	2010s	0.788462	0	0.0769231	0	0	0	0	0	0	0.0769231	0.0576923	52	52	1.62524e-05
Void	WI	2010s	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	WI	2010s	0	0	0.74	0	0	0.0025	0.0025	0	0	0.11	0.145	400	400	0.00067101
Brick	WI	<1940	0	0	0	0	0.526132	0.0174216	0	0.00696864	0.00348432	0.351916	0.0940767	287	287	0.000153776
Concrete	WI	<1940	0.00108292	0.000154703	0.0304765	0.000154703	0.923731	0	0	0.00479579	0	0.0215037	0.0181002	6464	6464	1.58472e-07
Steel Frame	WI	<1940	0.203846	0	0.0230769	0.00384615	0	0.00384615	0	0	0	0.419231	0.346154	260	260	4.33038e-05
Void	WI	<1940	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	WI	<1940	0.0553708	0	0.330562	0.000166279	0	0.0103093	0.000166279	0.0054872	0	0.226472	0.371467	6014	6014	0.00366415
Brick	WV	1940-59	0	0	0	0	0.997028	0.000671012	0	0.000239647	0	0.00206097	0	20864	20864	0.000507532
Concrete	WV	1940-59	0	0	0.000365163	0	0.982837	0.000365163	0	0.000182582	0	0.0162498	0	5477	5477	0.000118259
Steel Frame	WV	1940-59	0.435831	0	0.204565	0	0	0.0568475	0.00559862	0.00947459	0	0.187339	0.100345	2322	2322	5.0847e-06
Void	WV	1940-59	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	WV	1940-59	0.00015586	0	0.744077	0	0	0.00997506	0	0.0773067	0	0.168485	0	6416	6416	0.00056537
Brick	WV	1960-79	0	0	0	0	0.998803	5.44232e-05	0	0	0	0.00114289	0	36749	36749	0.000677798
Concrete	WV	1960-79	0	0	0.00138504	0	0.93952	0	0	0.00138504	0	0.0577101	0	2166	2166	6.59303e-05
Steel Frame	WV	1960-79	0.42624	0.000105977	0.326304	0.00286138	0	0.00720644	0.0145189	0.00688851	0	0.165536	0.0503391	9436	9436	1.78564e-05
Void	WV	1960-79	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	WV	1960-79	0.000199893	0	0.879064	0	0	0.00133262	0	0.00573028	0	0.113673	0	15008	15008	0.000921954
Brick	WV	1980-99	0	0	0	0	0.995672	0	0	6.9808e-05	0	0.00425829	0	14325	14325	0.000364038
Concrete	WV	1980-99	0	0	0.00139276	0	0.842618	0.00139276	0	0.0097493	0	0.144847	0	718	718	3.46152e-05
Steel Frame	WV	1980-99	0.391604	5.14456e-05	0.17116	0.0272147	0	0.00277806	0.0305073	0.0156395	0	0.279041	0.0820043	19438	19438	7.67672e-06
Void	WV	1980-99	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	WV	1980-99	8.93256e-05	0	0.855918	0	0	0.000357302	0	0.0195623	0	0.124073	0	11195	11195	0.00129721
Brick	WV	2000-09	0	0	0	0	0.992794	0	0	0.000225175	0	0.00698041	0	4441	4441	0.000142638
Concrete	WV	2000-09	0	0	0	0	0.794286	0	0	0.00571429	0	0.2	0	175	175	8.708e-06
Steel Frame	WV	2000-09	0.293672	0.000315607	0.131924	0.0890011	0	0.00205144	0.0325075	0.0124665	0	0.394982	0.0430803	6337	6337	1.71041e-06
Void	WV	2000-09	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	WV	2000-09	0.00212653	0	0.804891	0	0	0.000797448	0	0.0140883	0	0.178097	0	3762	3762	0.000622267
Brick	WV	2010s	0	0	0	0	0.983275	0	0	0	0	0.0167254	0	1136	1136	4.42081e-05
Concrete	WV	2010s	0	0	0	0	0.869048	0	0	0	0	0.130952	0	84	84	4.93554e-06
Steel Frame	WV	2010s	0.411473	0	0.0771955	0.0439093	0	0.00424929	0.0205382	0.0269122	0	0.355524	0.0601983	1412	1412	9.45534e-07
Void	WV	2010s	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	WV	2010s	0.00372578	0	0.716095	0	0	0.00223547	0	0.00447094	0	0.273472	0	1342	1342	0.000173156
Brick	WV	<1940	0	0	0	0	0.995588	0.000514744	0	0.000441209	0	0.00345614	0	13599	13599	0.000246079
Concrete	WV	<1940	0	0	0	0	0.9809	0.00341064	0	0.000682128	0	0.0150068	0	1466	1466	2.86142e-05
Steel Frame	WV	<1940	0.438547	0	0.134777	0.00139665	0	0.0439944	0.0272346	0.000698324	0	0.192039	0.161313	1432	1432	5.70909e-06
Void	WV	<1940	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	WV	<1940	0.000314895	0	0.7167	0	0	0.0102866	0	0.0802981	0	0.192401	0	9527	9527	0.000779028
Brick	WY	1940-59	0	0	0	0	0.840979	0	0	0.159021	0	0	0	654	654	8.96029e-06
Concrete	WY	1940-59	0	0	0.267943	0	0.550239	0.00478469	0	0.0813397	0	0.0239234	0.0717703	209	209	0
Steel Frame	WY	1940-59	0.030303	0	0	0	0	0	0	0	0	0.969697	0	33	33	4.63502e-06
Void	WY	1940-59	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	WY	1940-59	0.000258694	0	0.102997	0.00994124	0	0	0	0.0733952	0	0.711741	0.101667	27059	27059	0.000265879
Brick	WY	1960-79	0.00147059	0	0	0	0.888235	0	0	0.101471	0	0.00735294	0.00147059	680	680	8.51115e-06
Concrete	WY	1960-79	0	0	0.233696	0	0.679348	0	0	0.0217391	0	0.0217391	0.0434783	184	184	0
Steel Frame	WY	1960-79	0.00175593	0	0	0	0	0	0	0	0	0.992098	0.00614574	1139	1139	7.31724e-05
Void	WY	1960-79	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	WY	1960-79	0.000974817	0	0.113938	0.00146223	0	0	2.32099e-05	0.017686	0	0.736962	0.128954	43085	43085	0.000457713
Brick	WY	1980-99	0	0	0	0	0.961268	0	0	0.0387324	0	0	0	284	284	3.4658e-06
Concrete	WY	1980-99	0	0	0.0638298	0	0.829787	0	0	0.0478723	0	0.0425532	0.0159574	188	188	0
Steel Frame	WY	1980-99	0.00701754	0	0	0	0	0	0.00350877	0	0	0.947368	0.0421053	285	285	2.0547e-05
Void	WY	1980-99	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	WY	1980-99	0.000817494	0	0.054721	0.000945228	0	0	7.66401e-05	0.0249591	0	0.756387	0.162094	39144	39144	0.000498339
Brick	WY	2000-09	0	0	0	0	0.92	0	0.005	0.07	0	0	0.005	200	200	2.0129e-06
Concrete	WY	2000-09	0.00200803	0	0.829317	0	0.0923695	0	0.0140562	0.0441767	0	0.00401606	0.0140562	498	498	2.11321e-07
Steel Frame	WY	2000-09	0	0	0	0	0	0	0	0	0	0.963415	0.0365854	82	82	3.20841e-06
Void	WY	2000-09	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	WY	2000-09	0.00125484	0	0.0221927	0.0013624	0	0	0.000717051	0.0516277	0	0.725979	0.196866	27892	27892	0.000313584
Brick	WY	2010s	0	0	0	0	1	0	0	0	0	0	0	30	30	2.11005e-07
Concrete	WY	2010s	0.0367647	0	0.125	0	0.441176	0	0	0.0735294	0	0.0294118	0.294118	136	136	0
Steel Frame	WY	2010s	0	0	0	0	0	0	0	0	0	0.909091	0.0909091	11	11	9.75163e-07
Void	WY	2010s	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	WY	2010s	0.000136799	0	0.0147743	0.00335157	0	0	0.00102599	0.0920657	0	0.635978	0.252668	14620	14620	0.00013078
Brick	WY	<1940	0	0	0	0	0.921481	0	0	0.0755556	0.00148148	0	0.00148148	675	675	1.06792e-05
Concrete	WY	<1940	0	0	0.0875	0	0.70625	0	0.003125	0.10625	0	0.03125	0.065625	320	320	0
Steel Frame	WY	<1940	0.0123457	0	0.111111	0	0	0	0	0.00411523	0	0.860082	0.0123457	243	243	2.36481e-07
Void	WY	<1940	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	WY	<1940	0.000959126	0	0.0411318	0.013354	0	0	0	0.127121	0	0.723882	0.0935517	27108	27108	0.000208557
# Created by: sources\lightbox\residential\tsv_maker.py
# Source: Constructed using HIFLD Parcel data.
# Assumption: Rows where sample size < 10 are replaced with aggregated values down-scaled from dep='State' to dep='Census Division RECS'
